丆	⿱一丿
𤽃	⿱白川
𤽄	⿱白⿲丿丨乀
𤽅	⿱白兀
𤽆	⿰白⿰丨𠃎
𤽇	⿱白𫶧
𤽈	⿱白火
𤽉	⿰白分
𤽊	⿰白比
𤽋	⿱𰤔一
𤽌	⿰白巿
𤽍	⿰白气
𤽎	⿱白云
𤽏	⿱白比
𤽐	⿰白攴
𤽑	⿰白支
𤽒	⿱白卅
𤽓	⿷𤼿𠄠
𤽔	⿱白⿱𡭔一
𤽕	⿳白丶兀
𤽖	⿱白⿱𠂇𰀪
𤽗	⿰白𪟽
𤽘	⿱白夯
𤽙	⿱白由
𤽚	⿱白⿻口⿰丨丨
𤽛	⿱白⿻⿰冂冂𠄠
𤽜	⿰白未
𤽝	⿱白𢆉
𤽞	⿰主白
𤽟	⿱白夰
𤽠	⿱⿰㐅㐅百
𤽡	⿱白瓜
𤽢	⿱白正
𤽣	⿱必白
𤽤	⿱此白
𤽥	⿰白各
𤽦	⿰白缶
𤽧	⿱白⿱卌一
𤽨	⿱白死
𤽩	⿰万⿷丈白
𤽪	⿰白⿱㇒⿸⿻口丿乚
𤽫	⿳白大三
𤽬	⿳白大仌
𤽭	⿰白夋
𤽮	⿱白辛
𤽯	⿰白寿
𤽰	⿰𣐩卂
𤽱	⿰白足
𤽲	⿰白男
𤽳	⿱白⿰川日
𤽴	⿰白孝
𤽵	⿱白拋
𤽶	⿰白尾
𤽷	⿰白成
𤽸	⿱白壯
𤽹	⿰白卑
𤽺	⿰白录
𤽻	⿱白𡘊
𤽼	⿰白隹
𤽽	⿱並白
𤽾	⿰白虎
𤽿	⿰白念
𤾀	⿰白责
𤾁	⿱白卑
𤾂	⿰白宛
𤾃	⿰白炎
𤾄	⿱昋白
𤾅	⿰白非
𤾆	⿰白兒
𤾇	⿱白兒
𤾈	⿰白軍
𤾉	⿰白昜
𤾊	⿹𢏚白
𤾋	⿰百⿱九𠦅
𤾌	⿰泉召
𤾍	⿰白⿱白斗
𤾎	⿰白⿱白牛
𤾏	⿰白𣐩
𤾐	⿱白⿲土丰匕
𤾑	⿰⿱白𰀆甘
𤾒	⿱畠冗
𤾓	⿱百林
𤾔	⿰白荣
𤾕	⿱竝白
𤾖	⿰白⿸辰寸
𤾗	⿰光皇
𤾘	⿰白𠳮
𤾙	⿰白倉
𤾚	⿰白臬
𤾛	⿰白票
𤾜	⿳㿟冖方
𤾝	⿰白麻
𤾞	⿱⿲夫口夫白
𤾟	⿰白許
𤾠	⿰白單
𤾡	⿰白爲
𤾢	⿰白登
𤾣	⿰白菐
𤾤	⿺⿳白一？帝
𤾥	⿰白曾
𤾦	⿰白𠷎
𤾧	⿰白業
𤾨	⿰白零
𤾩	⿱百皕
𤾪	⿱皛大
𤾫	⿰白翟
𤾬	⿰白蒙
𤾭	⿰皇書
𤾮	⿰白遠
𤾯	⿰白滿
𤾰	⿰白疑
𤾱	⿰白寧
𤾲	⿰皇皋
𤾳	⿰書皇
𤾴	⿰白⿱艹⿻𰀁𠈌
𤾵	⿰白弊
𤾶	⿰白𮚋
𤾷	⿰白撲
𤾸	⿰白蔿
𤾹	⿰白蕐
𤾺	⿰皇單
𤾻	⿰白霝
𤾼	⿰白𦾓
𤾽	⿰白𫨀
𤾾	⿰帛樂
𤾿	⿰⿱夕韭㿡
𤿀	⿰白贊
𤿁	⿳白小⿰⿱白小⿱白小
𤿂	⿰白璽
𤿃	⿰白⿳爫冖⿰鬯寸
𤿄	⿳白⿰巜巜⿰𰤔𰤔
𤿅	⿰白靈
𤿆	⿰皮丁
𤿇	⿰皮刀
𤿈	⿰勺皮
𤿉	⿰皮勺
𤿊	⿰干皮
𤿋	⿰皮才
𤿌	⿱口皮
𤿍	⿰皮于
𤿎	⿰比皮
𤿏	⿰内皮
𤿐	⿰开皮
𤿑	⿺尣皮
𤿒	⿰皮内
𤿓	⿰爻皮
𤿔	⿰丹皮
𤿕	⿰民皮
𤿖	⿰末皮
𤿗	⿰皮末
𤿘	⿰召皮
𤿙	⿱此皮
𤿚	⿰且皮
𤿛	⿰皮古
𤿜	⿰去皮
𤿝	⿰占皮
𤿞	⿰古皮
𤿟	⿰旬皮
𤿠	⿰吉皮
𤿡	⿰危皮
𤿢	⿰西皮
𤿣	⿰𡵃皮
𤿤	⿱𥫗皮
𤿥	⿰⿱⺈丑皮
𤿦	⿰皮多
𤿧	⿰旱皮
𤿨	⿰肖皮
𤿩	⿰告皮
𤿪	⿰𢆍皮
𤿫	⿰兑皮
𤿬	⿰皮弄
𤿭	⿰皮甫
𤿮	⿰⿱口丑皮
𤿯	⿰免皮
𤿰	⿰弄皮
𤿱	⿰别皮
𤿲	⿺麦皮
𤿳	⿱臤皮
𤿴	⿰录皮
𤿵	⿰叕皮
𤿶	⿰典皮
𤿷	⿰臽皮
𤿸	⿰皮昔
𤿹	⿰幸皮
𤿺	⿰其皮
𤿻	⿰非皮
𤿼	⿰尚皮
𤿽	⿰沓皮
𤿾	⿰卑皮
𤿿	⿰⿱丑丑皮
𥀀	⿰𦍒皮
𥀁	⿰者皮
𥀂	⿱封皮
𥀃	⿰侯皮
𥀄	⿰矦皮
𥀅	⿳北⿱冖八皮
𥀆	⿰彥皮
𥀇	⿰南皮
𥀈	⿰臿皮
𥀉	⿰𠚏皮
𥀊	⿰皮韋
𥀋	⿰皮𤰫
𥀌	⿰皮苔
𥀍	⿱能皮
𥀎	⿰⿱⿳士冖一皮殳
𥀏	⿰𰗣皮
𥀐	⿰𠦝⿱𠆢皮
𥀑	⿰皮⿱㞢回
𥀒	⿰皮⿱𠀐田
𥀓	⿰留皮
𥀔	⿰鹿皮
𥀕	⿰畢皮
𥀖	⿰皮⿱𠀐回
𥀗	⿰曼皮
𥀘	⿰⿱羽皮皮
𥀙	⿱𦚆皮
𥀚	⿰啚皮
𥀛	⿰皮曹
𥀜	⿰皮啚
𥀝	⿰皮宿
𥀞	⿰羞皮
𥀟	⿰㫺皮
𥀠	⿰皮貴
𥀡	⿱⿰⿳厶一⺝⿷⿺乚𠄠匕皮
𥀢	⿰賁皮
𥀣	⿱𦥯皮
𥀤	⿰皮㬅
𥀥	⿰葛皮
𥀦	⿰⿱日⺝⿱𢒂皮
𥀧	⿱⿰䏍㐬皮
𥀨	⿰皮黽
𥀩	⿺黽皮
𥀪	⿰皮雍
𥀫	⿰需皮
𥀬	⿸厭皮
𥀭	⿰皮需
𥀮	⿲月𡿺皮
𥀯	⿰皮蔑
𥀰	⿰巤皮
𥀱	⿰廣皮
𥀲	⿰皮賣
𥀳	⿰皮模
𥀴	⿰器皮
𥀵	⿰盧皮
𥀶	⿰襄皮
𥀷	⿱皷卑
𥀸	⿰皮霜
𥀹	⿰繭皮
𥀺	⿱䜌皮
𥀻	⿱皷戚
𥀼	⿱皷隆
𥀽	⿱皷慼
𥀾	⿱皷嚮
𥀿	⿱皿丂
𥁀	⿱刀皿
𥁁	⿱工皿
𥁂	⿱孑皿
𥁃	⿱亡皿
𥁄	⿱亏皿
𥁅	⿱女皿
𥁆	⿱牙皿
𥁇	⿱斗皿
𥁈	⿱支皿
𥁉	⿱毋皿
𥁋	⿱𡗓皿
𥁌	⿱今皿
𥁍	⿰皿夬
𥁎	⿱用皿
𥁏	⿱召皿
𥁐	⿱台皿
𥁑	⿱必皿
𥁒	⿱幼皿
𥁓	⿱右皿
𥁔	⿰皿乏
𥁖	⿱⿻口⿰丿丨皿
𥁗	⿳宀𠤎皿
𥁘	⿱𢦍皿
𥁙	⿱仔皿
𥁚	⿱⿰⿰？丶刀皿
𥁛	⿱矛皿
𥁜	⿱𢎨皿
𥁝	⿱𡥀皿
𥁞	⿱⿱𦘒一皿
𥁟	⿱列皿
𥁠	⿱龹皿
𥁡	⿱污皿
𥁢	⿱乔皿
𥁣	⿱𠖲皿
𥁤	⿱㲽皿
𥁥	⿱⿰己己皿
𥁦	⿱式皿
𥁧	⿱会皿
𥁨	⿱好皿
𥁩	⿱汑皿
𥁪	⿳龴⿱乛个皿
𥁫	⿱㦮皿
𥁬	⿱㿝皿
𥁭	⿱沈皿
𥁮	⿱攸皿
𥁯	⿱足皿
𥁰	⿱囧皿
𥁱	⿳厶疋皿
𥁲	⿱沙皿
𥁳	⿱汾皿
𥁴	⿱吻皿
𥁵	⿱沖皿
𥁶	⿱丣皿
𥁷	⿱泛皿
𥁸	⿱卷皿
𥁹	⿱林皿
𥁺	⿱䏙皿
𥁻	⿱𣅟皿
𥁼	⿱泜皿
𥁽	⿱叔皿
𥁾	⿱肰皿
𥁿	⿱冾皿
𥂀	⿱朋皿
𥂁	⿱⿰土⿱𠂉口皿
𥂂	⿱⿰矛⿹勹丿皿
𥂃	⿱𢓤皿
𥂄	⿱⿰目片皿
𥂅	⿱巷皿
𥂆	⿱浅皿
𥂇	⿰盍巨
𥂈	⿱浦皿
𥂉	⿰⿻一㞢盗
𥂊	⿱⿰去去皿
𥂋	⿱涂皿
𥂌	⿱格皿
𥂍	⿱哭皿
𥂎	⿱⿰幸又皿
𥂏	⿱⿰舟尤皿
𥂐	⿱𦨚皿
𥂑	⿱彩皿
𥂒	⿳厶𦥔皿
𥂓	⿸麻皿
𥂔	⿱翏皿
𥂕	⿱執皿
𥂖	⿱淥皿
𥂗	⿱朙皿
𥂘	⿱酖皿
𥂙	⿱奞皿
𥂚	⿱⿰辛攵皿
𥂛	⿱𤱪皿
𥂜	⿱畣皿
𥂝	⿳𠆢酋皿
𥂞	⿱⿴𦥑爻皿
𥂟	⿱船皿
𥂠	⿱⿰臣右皿
𥂡	⿳亠咼皿
𥂢	⿱敖皿
𥂣	⿱郭皿
𥂤	⿱⿴𦥑古皿
𥂥	⿱⿰歺戔皿
𥂦	⿱敦皿
𥂧	⿱⿰酉右皿
𥂨	⿱羽盒
𥂩	⿱⿰古匋皿
𥂪	⿱散皿
𥂫	⿱殘皿
𥂬	⿳⿱亠𠔿回皿
𥂭	⿱⿰臣⿳𠂉丶口皿
𥂮	⿱黑皿
𥂯	⿳艹坦皿
𥂰	⿱酤皿
𥂱	⿱⿰㚔攴皿
𥂲	⿱鈙皿
𥂳	⿱馮皿
𥂴	⿱奠皿
𥂵	⿱𣸁皿
𥂶	⿱⿳亠⿵冂凵龱皿
𥂷	⿱⿰告巨皿
𥂸	⿱楊皿
𥂹	⿱酭皿
𥂺	⿰易益
𥂻	⿱⿰瓜彖皿
𥂼	⿱⿰𤓰⿱彐𧰨皿
𥂽	⿱亂皿
𥂾	⿱頒皿
𥂿	⿳艹⿹勹辛皿
𥃀	⿱亠⿳肉㘝皿
𥃁	⿱⿰幸糸皿
𥃂	⿱亠⿳⿴囗仌𠙼皿
𥃃	⿱㺒皿
𥃄	⿱⿰酉系皿
𥃅	⿱⿰釒𭨘皿
𥃆	⿱𰯲皿
𥃇	⿱畾皿
𥃈	⿸虍⿱𱕻皿
𥃉	⿳⿰臣⿱𠂉二必皿
𥃊	⿱⿰⿱幺㚔攵皿
𥃋	⿰盒⿸虍与
𥃌	⿱⿰辛來皿
𥃍	⿱⿲乡幸攴皿
𥃎	⿱⿰⿱幺㚔攴皿
𥃏	⿱⿰⿱夂幸攴皿
𥃐	⿱亠⿳𠧪㘝皿
𥃑	⿰盘㚇
𥃒	⿱錢皿
𥃓	⿰𧆲㿾
𥃔	⿳⿴𦥑水臼皿
𥃕	⿰壺盍
𥃖	⿱⿻⿱𦥑𦥑亏皿
𥃗	⿱餞皿
𥃘	⿱爂皿
𥃙	⿰盖曾
𥃚	⿰音盤
𥃛	⿰盤音
𥃜	⿱⿻⿱𦥑𦥑氺皿
𥃝	⿳⿴𦥑召酉皿
𥃞	⿰盡曷
𥃟	⿱殸⿳⿵𠆢一吅皿
𥃠	⿰魯益
𥃡	⿱⿰臣⿱𠂉僉皿
𥃢	⿰⿱㲋免監
𥃣	⿱盖⿰盖盖
𥃤	⿰目乚
𥃥	⿰目𠄎
𥃦	⿱𠆢目
𥃧	⿰目丩
𥃨	⿰目卜
𥃩	⿱目匕
𥃪	⿱目十
𥃫	⿰目又
𥃬	⿶凵目
𥃭	⿱十目
𥃮	⿱入目
𥃯	⿱目几
𥃰	⿱亠目
𥃱	⿰目入
𥃲	⿱目廾
𥃳	⿰目亏
𥃴	⿰目卂
𥃵	⿰目凡
𥃶	⿰目凢
𥃷	⿱目寸
𥃸	⿰目也
𥃹	⿰目川
𥃺	⿱目兀
𥃻	⿱𡭔目
𥃼	⿰目么
𥃽	⿰目工
𥃾	⿰目土
𥃿	⿱目工
𥄀	⿱目𠃏
𥄁	⿱⿺𠃊目乂
𥄂	⿱𥃭一
𥄃	⿱爫目
𥄄	⿰目爪
𥄅	⿰目户
𥄆	⿰目𢆰
𥄇	⿱氏目
𥄈	⿱六目
𥄉	⿱⿺𠃊目巛
𥄊	⿳目一川
𥄋	⿰目内
𥄌	⿰目卆
𥄍	⿰目介
𥄎	⿱目攴
𥄏	⿰目支
𥄐	⿱目文
𥄑	⿰目夫
𥄒	⿰目化
𥄓	⿱不目
𥄔	⿰目巿
𥄕	⿱卝目
𥄖	⿰目𰅭
𥄗	⿰目㕚
𥄘	⿳八⺈目
𥄙	⿰目𥘅
𥄚	⿰目𤓯
𥄛	⿰目予
𥄜	⿰目𠫘
𥄝	⿰目⿱一山
𥄞	⿰目𠕀
𥄟	⿱分目
𥄠	⿰目幻
𥄡	⿰目中
𥄣	⿰目火
𥄤	⿰？目
𥄥	⿱毛目
𥄦	⿰目亢
𥄧	⿱目灬
𥄨	⿰目丑
𥄩	⿰目乣
𥄪	⿱五目
𥄫	⿰目及
𥄬	⿰目五
𥄭	⿰目午
𥄮	⿰目壬
𥄯	⿰目今
𥄰	⿰目仁
𥄱	⿱弗目
𥄲	⿱罒目
𥄳	⿱罒氺
𥄴	⿰目穴
𥄵	⿰目术
𥄶	⿰目司
𥄷	⿰目巨
𥄸	⿰目卯
𥄹	⿰目包
𥄺	⿰目𫢉
𥄻	⿰目它
𥄼	⿰目瓜
𥄽	⿹⿷𫠠丶⿱二目
𥄾	⿱屮⿸丆目
𥄿	⿰目𡰥
𥅀	⿱目⿰⿰㇇丨𰀠
𥅁	⿰目乍
𥅂	⿰目他
𥅃	⿰目旦
𥅄	⿱奴目
𥅅	⿰目击
𥅆	⿰目冉
𥅇	⿰目⿰彳力
𥅈	⿰目立
𥅉	⿱㇒冒
𥅊	⿰目丕
𥅋	⿰目世
𥅌	⿱𠀐目
𥅍	⿱令目
𥅎	⿰目⿱八亏
𥅏	⿱目𣄼
𥅐	⿱⿰万又目
𥅑	⿰目㠯
𥅒	⿰目𬼈
𥅓	⿰目㐌
𥅔	⿰目丘
𥅕	⿱𣍝目
𥅖	⿰目主
𥅗	⿰目皮
𥅘	⿰目尔
𥅙	⿱目丙
𥅚	⿰目夸
𥅛	⿱目戌
𥅜	⿰目戌
𥅝	⿱开目
𥅞	⿰目式
𥅟	⿰目交
𥅠	⿰目后
𥅡	⿰目而
𥅢	⿰目⿱凶又
𥅣	⿰目𡰱
𥅤	⿹𢦏囙
𥅥	⿰目安
𥅦	⿰目耒
𥅧	⿰目血
𥅨	⿰目亘
𥅩	⿰目伐
𥅪	⿰目收
𥅫	⿱罒𱐕
𥅬	⿰目𠣓
𥅭	⿰目⿱二日
𥅮	⿱列目
𥅯	⿰目戎
𥅰	⿹𢦏目
𥅱	⿱⿰屮丨⿸厂目
𥅲	⿰目朱
𥅳	⿱目幵
𥅴	⿰目夹
𥅵	⿳止八目
𥅶	⿰⿱⺊目井
𥅷	⿱少𥃰
𥅸	⿰目⿱㇒⿻一止
𥅹	⿰目𢁙
𥅺	⿰目色
𥅻	⿰目充
𥅼	⿱目米
𥅽	⿱合目
𥅾	⿰目庄
𥅿	⿰目执
𥆀	⿰目江
𥆁	⿰目列
𥆂	⿰目任
𥆃	⿰目如
𥆄	⿰目光
𥆅	⿰吉目
𥆆	⿰目⿱𠫔𫶧
𥆇	⿱共目
𥆈	⿰目⿱龷匕
𥆉	⿰目伇
𥆊	⿰目㢟
𥆋	⿰目豕
𥆌	⿰目角
𥆍	⿰目𦔮
𥆎	⿰目糺
𥆏	⿰目成
𥆐	⿰目吾
𥆑	⿰目廷
𥆒	⿰目皃
𥆓	⿰目伸
𥆔	⿰目孝
𥆕	⿱⿳亠口冖目
𥆖	⿰目豆
𥆗	⿱大𥄎
𥆘	⿰目貝
𥆙	⿰目尨
𥆚	⿰目汪
𥆛	⿱役目
𥆜	⿰目往
𥆝	⿱沙目
𥆞	⿱⿰罒丨⿸厂罒
𥆟	⿰目兑
𥆠	⿰目𠯑
𥆡	⿰目含
𥆢	⿰目𥃩
𥆣	⿱䀠又
𥆤	⿰里目
𥆥	⿰目走
𥆦	⿰目尫
𥆧	⿰目闰
𥆨	⿰目㐬
𥆪	⿰目杏
𥆫	⿰目呆
𥆬	⿰目孚
𥆭	⿰目扶
𥆮	⿰目⿰土⿺乚上
𥆯	⿰目坒
𥆰	⿰目𠯚
𥆱	⿰目岑
𥆲	⿰目𡵶
𥆳	⿱𠦑目
𥆴	⿱⿰⿽大丶寸目
𥆵	⿰目灷
𥆶	⿰目⿱义手
𥆷	⿰目𠬶
𥆸	⿰⿱目女夬
𥆹	⿰目岌
𥆺	⿰目酉
𥆻	⿰目呂
𥆼	⿰目里
𥆽	⿰目吟
𥆾	⿰目忍
𥆿	⿰目求
𥇀	⿰目芒
𥇁	⿰目住
𥇂	⿰目别
𥇃	⿰目狄
𥇄	⿰目⿱又目
𥇅	⿺免目
𥇆	⿰目⿺𠃊米
𥇇	⿰目沙
𥇈	⿰目囤
𥇉	⿰目羌
𥇊	⿰目昆
𥇋	⿰目盲
𥇌	⿰目臽
𥇎	⿰目弥
𥇏	⿰目炅
𥇐	⿰目近
𥇑	⿰目兩
𥇒	⿰目妾
𥇓	⿰目定
𥇔	⿰目長
𥇕	⿰目制
𥇖	⿱非目
𥇗	⿰目届
𥇘	⿰目囷
𥇙	⿱或目
𥇚	⿰目奇
𥇛	⿻大䀠
𥇜	⿰目享
𥇝	⿱目㚔
𥇞	⿰目⿱占土
𥇟	⿰目効
𥇠	⿱夂䀠
𥇡	⿱罒㚔
𥇢	⿰目斩
𥇣	⿰目屈
𥇤	⿰目届
𥇦	⿰目析
𥇧	⿰目奈
𥇨	⿸⿸⿰丿⿱⺊⺂七⿱火目
𥇩	⿰目⿱臼丂
𥇪	⿰目非
𥇫	⿰目⿻䒑水
𥇬	⿰目果
𥇭	⿰目知
𥇮	⿱⿰仌刂⿸厂目
𥇯	⿰目⿱勿勿
𥇰	⿰目忽
𥇱	⿰目𣏋
𥇲	⿱波目
𥇳	⿰目帚
𥇴	⿱目斨
𥇵	⿰目屆
𥇶	⿰目金
𥇷	⿰目岩
𥇸	⿰目岳
𥇹	⿰目㝵
𥇺	⿰目狀
𥇻	⿰目宙
𥇼	⿰目𥐧
𥇽	⿺乳目
𥇾	⿱眊毛
𥇿	⿰目或
𥈀	⿱䀠大
𥈁	⿱目迎
𥈂	⿰目亟
𥈃	⿰目⿳穴𠆢又
𥈄	⿱巷目
𥈅	⿰目面
𥈆	⿰目冒
𥈇	⿰目耎
𥈈	⿱眗灬
𥈉	⿰目奐
𥈊	⿰目臿
𥈋	⿰目禹
𥈌	⿰目修
𥈍	⿱䀠反
𥈎	⿰目曷
𥈏	⿱䀠夭
𥈐	⿰目柴
𥈑	⿰目矦
𥈒	⿰目𢇂
𥈓	⿰目咼
𥈔	⿰目匽
𥈕	⿰目㿽
𥈖	⿰目羍
𥈗	⿰目頁
𥈘	⿰目亰
𥈙	⿰目剌
𥈚	⿰目⿺辶庂
𥈛	⿰目𥄈
𥈜	⿻夫䀠
𥈝	⿰目怱
𥈟	⿰目叜
𥈠	⿸⿸⿰丿⿱⺊⺂七⿱一⿱八𥃦
𥈡	⿰目柰
𥈢	⿰目美
𥈣	⿰目⿱艹𣄼
𥈤	⿰目⿳⺊⺕龰
𥈥	⿰目恨
𥈦	⿰目爯
𥈧	⿰目看
𥈨	⿰目段
𥈩	⿰目巷
𥈪	⿱䀠开
𥈫	⿱䀠友
𥈬	⿰目禺
𥈭	⿰目咢
𥈮	⿰目𬙙
𥈯	⿰目俚
𥈰	⿰目洪
𥈱	⿰目盈
𥈲	⿰目急
𥈳	⿰目突
𥈴	⿰目虐
𥈵	⿰目柬
𥈶	⿰目南
𥈷	⿰⿱⿱十冖示目
𥈸	⿻木䀠
𥈹	⿰目穿
𥈺	⿰目𱬹
𥈻	⿰目𡋍
𥈼	⿱般目
𥈽	⿱𡨄目
𥈾	⿰目窅
𥈿	⿰目貢
𥉀	⿰目眔
𥉁	⿱䀠夰
𥉂	⿰目荒
𥉃	⿱能目
𥉄	⿰目骨
𥉅	⿰目鬲
𥉆	⿰⿱上示⿱又目
𥉇	⿰目冓
𥉈	⿰目脩
𥉉	⿰目條
𥉊	⿰目馬
𥉋	⿰目𣳾
𥉍	⿰目蚩
𥉎	⿲目彳見
𥉏	⿰𠦝𥃮
𥉐	⿰目奚
𥉑	⿰目隺
𥉒	⿰目臬
𥉓	⿰目𥁑
𥉔	⿱耿目
𥉕	⿰目冡
𥉖	⿰目恚
𥉗	⿰目毣
𥉘	⿰目虒
𥉙	⿰目耆
𥉚	⿰目𠂹
𥉛	⿰目宴
𥉜	⿰目秦
𥉝	⿰目𠁁
𥉞	⿰目𥄲
𥉟	⿰目般
𥉠	⿱務目
𥉡	⿰目⿳穴𠆢夕
𥉢	⿰目𡋲
𥉣	⿰目旁
𥉤	⿰目⿰火艮
𥉥	⿰目逆
𥉦	⿱眠目
𥉧	⿰目弱
𥉨	⿲目彡見
𥉩	⿺竜目
𥉪	⿰目海
𥉫	⿰目竜
𥉬	⿰目烈
𥉭	⿰目哲
𥉮	⿰目朔
𥉯	⿰目桂
𥉰	⿰目舀
𥉱	⿰目𡘹
𥉲	⿰目展
𥉳	⿰目留
𥉴	⿰目密
𥉵	⿸麻目
𥉶	⿰目鹿
𥉷	⿰目戚
𥉸	⿰目堅
𥉹	⿰目累
𥉺	⿰目窒
𥉻	⿰目祭
𥉼	⿰目梟
𥉽	⿰目康
𥉾	⿰目翏
𥉿	⿰目覔
𥊀	⿰目參
𥊁	⿰目㝡
𥊂	⿰目徙
𥊃	⿳从罒⿱冖目
𥊄	⿳艹罒䀏
𥊅	⿰目崖
𥊆	⿰目𢈻
𥊇	⿱⿰臣⿱𠂉二目
𥊈	⿰目梨
𥊉	⿰目䆟
𥊊	⿰目⿳卉⿱八𠆢十
𥊋	⿰目覓
𥊌	⿰目巢
𥊍	⿱執目
𥊎	⿰目舂
𥊏	⿰目𦒿
𥊐	⿱䀠字
𥊑	⿰目曼
𥊒	⿰目逢
𥊓	⿰目産
𥊔	⿰目商
𥊕	⿰目𠋛
𥊖	⿰目堆
𥊗	⿰目淡
𥊘	⿰目寄
𥊙	⿰目𡕩
𥊚	⿰目麻
𥊛	⿰目望
𥊜	⿰目訣
𥊝	⿰目執
𥊞	⿰目國
𥊟	⿰眉忍
𥊠	⿰目崇
𥊡	⿰目軟
𥊢	⿰直尚
𥊣	⿰尚直
𥊤	⿰目得
𥊥	⿰目陷
𥊦	⿰目務
𥊧	⿱殸目
𥊨	⿱𫩀目
𥊩	⿰目連
𥊪	⿰目爲
𥊫	⿰目貫
𥊬	⿰目戢
𥊭	⿰目尊
𥊮	⿰目畫
𥊯	⿰目絜
𥊰	⿰目䟫
𥊱	⿰目盛
𥊲	⿰目棠
𥊳	⿰目善
𥊴	⿰目最
𥊵	⿰目逮
𥊶	⿰目然
𥊷	⿱⿰？犬目
𥊸	⿰目𢛳
𥊹	⿸䧹目
𥊺	⿰目閑
𥊻	⿰目絫
𥊼	⿰目牚
𥊽	⿱眔弟
𥊾	⿰⿱工目頁
𥊿	⿳䀠罒又
𥋀	⿰目𠭙
𥋁	⿳䀠冖⿻日乚
𥋂	⿰目⿳⿱⺈罒八夊
𥋃	⿰目𦓔
𥋄	⿰目⿳覀二火
𥋅	⿱䖵目
𥋆	⿰目敦
𥋇	⿰目掌
𥋈	⿺堯目
𥋉	⿰目⿱羽耳
𥋊	⿰目喬
𥋋	⿰目替
𥋌	⿰目散
𥋍	⿰目𡍮
𥋎	⿰目睂
𥋏	⿰目戠
𥋐	⿰目𥆝
𥋑	⿰眧辛
𥋒	⿰目智
𥋓	⿰目景
𥋔	⿰目𢽠
𥋕	⿰目盗
𥋖	⿰目虚
𥋗	⿰目敝
𥋘	⿰目筲
𥋙	⿰目業
𥋚	⿳⿱艹罒戈目
𥋛	⿰目蜀
𥋜	⿰眉叜
𥋝	⿰目黽
𥋞	⿰目零
𥋟	⿰目義
𥋠	⿰目剽
𥋡	⿳䀠冖弜
𥋢	⿰目𥇛
𥋣	⿰目賈
𥋤	⿱甞目
𥋥	⿱䀠兔
𥋦	⿰目⿸？⿱厸匕
𥋧	⿰目煞
𥋨	⿰目麀
𥋩	⿱⿰⿱㝉谷又目
𥋪	⿱微目
𥋫	⿱䀠定
𥋬	⿳䀠⿱冖八𠔽
𥋭	⿰目𥇡
𥋮	⿰目⿱？言
𥋯	⿰目詧
𥋰	⿰目𡩟
𥋱	⿰目䀄
𥋲	⿰目廉
𥋳	⿰目嵬
𥋴	⿰目禁
𥋵	⿰目歆
𥋶	⿰目稟
𥋷	⿰目落
𥋸	⿰目雷
𥋹	⿰㝵眠
𥋺	⿰目𡩹
𥋻	⿰目𧵽
𥋼	⿰目禽
𥋽	⿰目罩
𥋾	⿰目董
𥋿	⿰目赫
𥌀	⿰目察
𥌁	⿰目㬎
𥌂	⿳䀠穴方
𥌃	⿰目爾
𥌄	⿰⿳⿱⺊冖一貝⿱又目
𥌅	⿸厭目
𥌆	⿰目壽
𥌇	⿰目舞
𥌈	⿰目監
𥌉	⿰目𠎤
𥌊	⿲辛目辛
𥌋	⿰目夢
𥌌	⿰目㷠
𥌍	⿰目⿱六隻
𥌎	⿰目需
𥌏	⿰眉冥
𥌐	⿰目𢞭
𥌑	⿰目睿
𥌒	⿱皷目
𥌓	⿰目署
𥌔	⿰目⿱⿱⺈罒貝
𥌕	⿱鞁目
𥌖	⿱䀠昜
𥌗	⿰目⿳自⿱冖八𠔽
𥌘	⿲目㒸目
𥌙	⿰眉庫
𥌚	⿰目賣
𥌛	⿰目黎
𥌜	⿰目麃
𥌝	⿰目𤌑
𥌞	⿰目樊
𥌟	⿱⿰⿱上矢余目
𥌠	⿰目慮
𥌡	⿰目瞏
𥌢	⿰目寮
𥌣	⿰目緜
𥌤	⿰目𨽻
𥌥	⿰目課
𥌦	⿰目輦
𥌧	⿰目魯
𥌨	⿰目頪
𥌩	⿰目德
𥌪	⿰目𥈜
𥌫	⿰目篆
𥌬	⿰目廛
𥌭	⿰目縣
𥌮	⿰目歷
𥌯	⿰目甍
𥌰	⿰目遺
𥌱	⿳⿱艹罒冖眠
𥌲	⿰目𦎧
𥌳	⿰目㬱
𥌴	⿰目螢
𥌵	⿰𡏳𥃩
𥌶	⿰目䝿
𥌷	⿰目憲
𥌸	⿰目閻
𥌹	⿰目錦
𥌺	⿰目龠
𥌻	⿰目闌
𥌼	⿰目霝
𥌽	⿰目嬰
𥌾	⿰目應
𥌿	⿰目隸
𥍀	⿰目韱
𥍁	⿱歸目
𥍂	⿰目燕
𥍃	⿰目雖
𥍄	⿺⿱目光𰥡
𥍅	⿳𠓜⿰龷龷⿱𠆢盰
𥍆	⿰目燮
𥍇	⿰目薨
𥍈	⿱䀠萬
𥍉	⿰目聶
𥍊	⿱雚目
𥍋	⿰目巂
𥍌	⿰目𤐫
𥍍	⿰目藍
𥍎	⿰目顒
𥍏	⿰目爕
𥍐	⿰目藥
𥍑	⿰目轎
𥍒	⿰目䉞
𥍓	⿰目嚴
𥍔	⿰目纍
𥍕	⿺⿱目光霄
𥍖	⿰目覽
